ID,admin,prov,lat,lon,population
84013123,Gilmer,Georgia,34.69316688,-84.45802506,31369
84013125,Glascock,Georgia,33.22879932,-82.61297636,2971
84013127,Glynn,Georgia,31.23279254,-81.53811412,85292
84013129,Gordon,Georgia,34.50487351,-84.87296253,57963
84013131,Grady,Georgia,30.87454847,-84.23418364,24633
84013133,Greene,Georgia,33.5769205,-83.17139104,18324
84013135,Gwinnett,Georgia,33.96044201,-84.02137802,936250
84013137,Habersham,Georgia,34.63331566,-83.53094677,45328
84013139,Hall,Georgia,34.32207823,-83.81896936,204441
84013141,Hancock,Georgia,33.2721566,-82.99766919,8457
84013143,Haralson,Georgia,33.79602175,-85.21005667,29792
84013145,Harris,Georgia,32.73709786,-84.90538572,35236
84013147,Hart,Georgia,34.34626973,-82.96567682,26205
84013149,Heard,Georgia,33.29686567,-85.12886832,11923
